_TYPE_	_NAME_	v000001	v000002	v000003	v000004	v000005	v000006	v000007	v000008	v000009	v000010	v000011	v000012	v000013	v000015	v000017	v000018	v000019	v000020	v000021	v000022	v000023	v000024	v000025	v000026	v000028	v000030	v000031	v000033	v000034	v000035	v000037	v000038	v000039	v000041	v000042	v000043	v000044	v000045	v000047	v000048	v000051	v000052	v000053	v000054	v000055	v000056	v000059	v000061	v000064	v000065	v000066	v000067	v000068	v000072	v000073	v000074	v000075	v000076	v000081	v000083	v000084	v000087	v000088	v000089	v000090	v000092	v000093	v000096	v000097	v000098	v000099	v000102	v000109	v000113	v000114	v000115	v000119	v000122	v000123	v000124	v000126	v000127	v000133	v000135	v000137	v000138	v000149	v000150	v000151	v000155	v000158	v000159	v000162	v000164	v000171	v000172	v000174	v000175	v000177	v000179	v000184	v000188	v000189	v000192	v000201	v000203	v000204	v000207	v000209	v000212	v000214	v000219	v000220	v000222	v000229	v000234	v000236	v000240	v000248	v000250	v000253	v000263	v000267	v000269	v000278	v000279	v000290	v000308	v000334	v000336	v000337	v000340	v000342	v000347	v000348	v000349	v000355	v000375	v000379	v000382	v000389	v000396	v000398	v000414	v000420	v000421	v000434	v000449	v000450	v000457	v000464	v000501	v000506	v000516	v000521	v000534	v000560	v000566	v000578	v000579	v000589	v000620	v000646	v000683	v000686	v000694	v000708	v000717	v000752	v000754	v000791	v000796	v000802	v000816	v000848	v000875	v000921	v000940	v000943
CORR	v000214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1657526332	0	0	0	0	0	0	0	0	0	-0.163798229	0	0	0	0	0	0	0	0.0944624595	0.1328063145	0.0718448866	0.096829535	0	0	0	0	0.0530933995	0	0.0891785111	0	0	0	0.5426115255	-0.049324493	0.0528085843	0	0.0891113085	0.0668818681	0	0	-0.015938382	0	0.0488162176	0	0	0	0.004046299	0.0414331703	0.09849604	0	-0.020790957	0	0.4162945927	0.0363520454	0	0.1783086638	0.1003368398	0.1506683058	0.0180664304	0.020443888	0.0564801786	0.1017293028	0.0136972497	0.0052629686	0.0057067459	0.0631239609	0.0855523462	0	0.0517530703	0	-0.021166942	0.0732431141	0	0.1825703233	-0.001434579	0.0291740189	0	-0.105934111	0.1380487541	0.0888669806	0.0312493084	-0.036112761	-0.012909267	-0.099805017	1	0	0.1099898712	0.0892640795	0.096675562	-0.089038791	0.0920004744	0.0403952894	0.0343545051	0.0323074282	0	0.0549712722	-0.082066283	-0.071801506	0.4210325084	0	0.2080713665	0.0579221682	0.0263620392	-0.092254367	0.0331184881	-0.217548255	0.1476848898	0.0752553242	0.5932641142	0.1263838034	-0.01261273	0.5323092152	0.0917667401	0.1338208687	0.0265666422	0.0006816252	0.2828478014	-0.028130235	-0.045453712	-0.174657519	0.0563641741	0.018268423	0.3597238432	0.0888207831	0.0305832079	-0.022995718	0.3662057296	0.0050803726	-0.004943931	0.5614128431	0.0474930393	-0.151753613	0.1022806479	0.382123704	0.4173492399	0.1179356197	0.6478680568	0.286189549	-0.067237228	0.5144850091	-0.039716875	0.0641183255	0.5908125851	0.2748594726	0.1382826796	0.1031176972	0.0722880103	0.4243460268	0.2780978361	0.2851176916	-0.046579708	-0.274230776	0.6454776541
CORR	v000219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORR	v000220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6898731685	0	0	0	0	0	0	0	0	0	0.4100722032	0	0	0	0	0	0	0	0.715621498	0.7007034362	0.7060251304	0.6788300795	0	0	0	0	0.6694264851	0	0.6847444043	0	0	0	0.0758810123	0.6634204975	0.6667665759	0	0.6717903754	0.6560571954	0	0	0.6506620404	0	0.6867552756	0	0	0	0.6815360872	0.6506970949	0.6663502035	0	0.6350207554	0	0.147926286	0.7293653679	0	0.7303484654	0.6419183162	0.6615406748	0.618976383	0.6719656929	0.5807101097	0.5424690007	0.6262316284	0.6644950151	0.6839071871	0.640659926	0.6717784025	0	0.716507645	0	0.7028967429	0.655112101	0	0.65574435	0.6117586346	0.6633763084	0	0.5572488206	0.7030129731	0.5891951514	0.6950786416	0.62701129	0.6766622308	0.5791310143	0.1099898712	0	1	0.6961506338	0.7411303629	0.5339262435	0.7315185029	0.6205139252	0.5993594906	0.6030218783	0	0.6233614386	0.5963637518	0.5934318477	-0.088764156	0	0.6071970739	0.6634089317	0.5045731513	0.575376193	0.5551582566	0.4278548769	0.199950866	0.5690599778	-0.183155113	0.5493434396	0.682677756	-0.093691153	0.6538689478	0.606843319	0.7064215947	0.5773534867	0.6835295815	0.5996910083	0.5578214239	0.3755651712	0.5607735793	0.6405971779	0.1310046838	0.6468735385	0.623467716	0.4592888333	-0.057762384	0.5475529305	0.5767304693	-0.074513169	0.6630737604	0.53935388	0.077303267	-0.109223989	0.0268096821	0.5730019921	-0.084345887	-0.066268645	0.530531353	-0.080073847	0.529111311	0.5614854496	-0.225600315	-0.345043596	0.1448973964	0.5890610087	0.6518626743	-0.05572464	0.3900239184	-0.00594726	0.5395870531	0.466780978	-0.27964619
CORR	v000222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7316084253	0	0	0	0	0	0	0	0	0	0.5013454297	0	0	0	0	0	0	0	0.7629623645	0.703798338	0.7672325961	0.7533607932	0	0	0	0	0.712265788	0	0.7216684094	0	0	0	0.078014817	0.7302232045	0.7064664474	0	0.7429948489	0.73679862	0	0	0.739438411	0	0.7751144674	0	0	0	0.7761600427	0.7083740569	0.6656118613	0	0.7058420712	0	0.2122320347	0.7169663688	0	0.7538146396	0.7554077754	0.6771186797	0.6987255213	0.6637461164	0.6294339105	0.556342341	0.7507262922	0.6541655117	0.7529507737	0.6661573443	0.7775593689	0	0.7543952521	0	0.7537733751	0.6411986455	0	0.8624712328	0.663607997	0.7162518687	0	0.6222730263	0.6972227668	0.6593396718	0.7225120134	0.6358921072	0.677753268	0.6195182396	0.0892640795	0	0.6961506338	1	0.764956526	0.6440492966	0.7344683273	0.7022534721	0.6530140199	0.7001773065	0	0.648143284	0.6087503322	0.6889654493	-0.042393767	0	0.6754840772	0.7206002459	0.6043014982	0.6701557701	0.6459071876	0.4670160896	0.2728700443	0.5975271595	-0.125118295	0.5956061179	0.7401352263	-0.112509134	0.7100494102	0.6510181998	0.7159418189	0.6453415625	0.6527790456	0.6408416204	0.5849789354	0.5141588189	0.6691270347	0.61390211	0.1203589062	0.6581086064	0.6587389553	0.5694831839	-0.020902884	0.6134289809	0.609502	-0.041218434	0.6490059733	0.5765796388	0.1626013371	0.0865193923	-0.050133701	0.5710497859	-0.101125045	0.0159816884	0.6330501903	-0.043371817	0.5746393352	0.5360776648	-0.136601692	-0.331905389	0.2043528939	0.6860992206	0.6219017738	-0.085262536	0.4242027913	0.0591555663	0.5031052915	0.6029408618	-0.319110212
CORR	v000229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8020997432	0	0	0	0	0	0	0	0	0	0.489721449	0	0	0	0	0	0	0	0.8162168671	0.7945540709	0.8247167695	0.8083285384	0	0	0	0	0.803619088	0	0.8002917073	0	0	0	0.0087520208	0.740893256	0.771161298	0	0.8179723542	0.7770752733	0	0	0.7507466478	0	0.8233549604	0	0	0	0.8170334394	0.7412338559	0.7555999422	0	0.764851329	0	0.1562726769	0.8107431378	0	0.8009868512	0.7517649936	0.7542928204	0.7089458848	0.7849692219	0.7162766895	0.6408879758	0.7612521091	0.7272708793	0.804220487	0.733496489	0.780107746	0	0.780739895	0	0.7733174906	0.7014711283	0	0.751782987	0.7318718921	0.7687441533	0	0.6264796053	0.8111168043	0.7292077193	0.7860574017	0.7051651412	0.7252287038	0.6875819115	0.096675562	0	0.7411303629	0.764956526	1	0.6209689594	0.8397290171	0.7442728093	0.7513138691	0.7216322156	0	0.6847954616	0.6849616992	0.6885577531	-0.049367051	0	0.7269740532	0.7613643455	0.6337722054	0.6981374224	0.6539446948	0.5281156889	0.2367105903	0.6725596402	-0.072683122	0.6931349643	0.7610201578	-0.040884683	0.7036989659	0.7082382423	0.7521677904	0.7404002067	0.7155943028	0.7309841126	0.6588253949	0.5029800091	0.6703482309	0.7067710661	0.0840774774	0.7483624085	0.707069324	0.5977464343	0.0738633798	0.6748413487	0.6871394457	-0.104398631	0.7314950287	0.598759201	0.1313085983	-0.094711377	0.0237600818	0.6273485946	-0.049653549	0.0052302392	0.6247653609	-0.146981687	0.5557179312	0.6095758252	-0.290394634	-0.24299973	0.1939184143	0.6974830804	0.7179987405	-0.020711451	0.4333107615	0.0907345355	0.5716253995	0.6101483931	-0.248696313
CORR	v000234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5587530444	0	0	0	0	0	0	0	0	0	0.3806660324	0	0	0	0	0	0	0	0.5803363108	0.5509713215	0.5910279313	0.5821086371	0	0	0	0	0.5754816492	0	0.5362634487	0	0	0	-0.157551523	0.7805141309	0.590475266	0	0.6145233332	0.6375573162	0	0	0.5911688188	0	0.6373220157	0	0	0	0.6151150846	0.5738630135	0.4728428491	0	0.6033225371	0	-0.011863647	0.5453118756	0	0.5438088305	0.6012748612	0.5657130339	0.5986773509	0.5628797116	0.4699917569	0.5003827149	0.5966491805	0.4930585529	0.6157676915	0.5401506241	0.6020668089	0	0.6037912682	0	0.6065299155	0.480307589	0	0.5931453192	0.5216018333	0.5868318829	0	0.5390335862	0.5658584797	0.5155464867	0.5328576743	0.4452374674	0.5350675989	0.5424836863	-0.089038791	0	0.5339262435	0.6440492966	0.6209689594	1	0.5312683038	0.5975736676	0.6560286694	0.5387460273	0	0.501119064	0.4562403069	0.4612526572	-0.254851637	0	0.4695840193	0.5631751574	0.6071149449	0.5544578631	0.4700577561	0.5301219641	0.0848438481	0.5296076369	-0.356358739	0.4797579091	0.6528247717	-0.237843814	0.5080404385	0.5259903543	0.6720798622	0.5997245174	0.5023289384	0.4983414602	0.4463815052	0.4971306593	0.5675455455	0.5112715812	-0.064078402	0.6064448866	0.5331718069	0.4710813732	-0.149128439	0.5662233493	0.4678127021	-0.198950932	0.5402178831	0.5349729436	-0.169517217	-0.21000816	-0.16156351	0.4678582486	-0.234561437	-0.331051287	0.5980309539	-0.269809047	0.5421709521	0.5078068085	-0.321411578	-0.517726204	-0.108067231	0.4749548411	0.5223742455	-0.211061341	0.2860740809	-0.062998182	0.3600358651	0.4196484537	-0.323786101
CORR	v000236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7744657921	0	0	0	0	0	0	0	0	0	0.4467393001	0	0	0	0	0	0	0	0.7558999862	0.7149027091	0.7695850801	0.7535862412	0	0	0	0	0.7363072124	0	0.7541835527	0	0	0	0.0033499446	0.6891764173	0.7285358785	0	0.7509854941	0.7379724674	0	0	0.7144662874	0	0.7559045974	0	0	0	0.7273141871	0.7015479379	0.6984489966	0	0.7381991198	0	0.150418148	0.7533258672	0	0.7716804043	0.6917504963	0.7069794844	0.6708613291	0.7118198584	0.6988711351	0.5686681185	0.7139322688	0.6873217706	0.7475455067	0.7034704493	0.7386655684	0	0.7423632715	0	0.7303174942	0.6863583135	0	0.6738489801	0.677689409	0.7165994513	0	0.5684269427	0.7611735706	0.6598035818	0.733082738	0.7331428716	0.6947421538	0.6343991039	0.0920004744	0	0.7315185029	0.7344683273	0.8397290171	0.5312683038	1	0.6920524514	0.675784749	0.6257194359	0	0.68597839	0.6191471066	0.672657823	-0.050259144	0	0.6932922785	0.6991122323	0.5404237776	0.5923870505	0.6133237519	0.5074151865	0.2015363809	0.631352096	-0.096813506	0.637764378	0.7261529441	-0.031607034	0.6893843473	0.6341044932	0.7186458563	0.6791331091	0.7164587275	0.665079279	0.5526266721	0.4804169142	0.6108492091	0.694687046	0.1091635354	0.6322179501	0.6568112317	0.5305874647	-0.006160423	0.6143742044	0.6461967461	-0.067728038	0.6985652286	0.5861259491	0.1296849522	-0.081181392	0.0390092459	0.6147212617	-0.075671849	0.021991942	0.491086082	-0.147951989	0.5539763158	0.6340242125	-0.170726601	-0.278167202	0.1661404723	0.6498272331	0.6592394802	-0.107299007	0.392921135	0.0616125844	0.5380068191	0.5389463118	-0.284529826
CORR	v000240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6968623192	0	0	0	0	0	0	0	0	0	0.4574154338	0	0	0	0	0	0	0	0.719611955	0.6644356334	0.6810193418	0.7184061758	0	0	0	0	0.686119254	0	0.6844322027	0	0	0	-0.004791942	0.6501264048	0.6586580774	0	0.7040607305	0.7234877603	0	0	0.6609025347	0	0.7226572009	0	0	0	0.6893665121	0.6512196985	0.6207000637	0	0.7000551186	0	0.1795806292	0.702822951	0	0.7013877425	0.6500365186	0.6453807332	0.6447436396	0.6585409845	0.566031097	0.6099294574	0.6682950327	0.5953320329	0.7038878463	0.6447538331	0.7174252713	0	0.7274658358	0	0.7171125374	0.6050381223	0	0.6255326661	0.6770131786	0.6809377043	0	0.5865981331	0.7061145384	0.6016416587	0.6544995218	0.5874223751	0.6339587569	0.5910386536	0.0403952894	0	0.6205139252	0.7022534721	0.7442728093	0.5975736676	0.6920524514	1	0.6614854632	0.6496353341	0	0.6006674293	0.5845595755	0.573519365	-0.110237857	0	0.5794296189	0.7056331209	0.5831546753	0.569567034	0.5822340083	0.508676195	0.1895907071	0.563273129	-0.117035569	0.5904875856	0.6724241427	-0.063448799	0.6117791476	0.6009303471	0.6816785293	0.6069260842	0.634611122	0.6238235744	0.5266853779	0.507626602	0.5994101265	0.6241457744	0.1126583157	0.5817567424	0.5913599063	0.5450430947	-0.02094003	0.6310239011	0.5901622337	-0.104359991	0.6025385759	0.6014629946	0.0992963502	-0.077437265	0.038773684	0.5390737673	-0.060845996	-0.004298016	0.5638936325	-0.106355516	0.5236139112	0.5363010616	-0.218991542	-0.237537079	0.1638889907	0.5951455385	0.6137909672	-0.048661608	0.437138249	-0.022999091	0.4629588091	0.4877997344	-0.166208108
CORR	v000248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678563871	0	0	0	0	0	0	0	0	0	0.3937967699	0	0	0	0	0	0	0	0.6696930203	0.6372758873	0.6962762962	0.665314291	0	0	0	0	0.6834539076	0	0.6804669457	0	0	0	-0.079420875	0.692711782	0.6920522321	0	0.6929358065	0.7027275944	0	0	0.6163000733	0	0.7092914554	0	0	0	0.7164266568	0.6138794226	0.6033417863	0	0.6766082041	0	0.0789725027	0.6955864703	0	0.6533224148	0.6360973195	0.6529265756	0.6487243293	0.6622504992	0.5438834329	0.5094835466	0.6198473372	0.5946924181	0.6753155213	0.6279387623	0.6824956599	0	0.6748214591	0	0.6656702568	0.597500546	0	0.6044050216	0.609272732	0.6537400234	0	0.5701499725	0.697181855	0.5397429879	0.6467834845	0.5627660276	0.6223937489	0.6004418242	0.0343545051	0	0.5993594906	0.6530140199	0.7513138691	0.6560286694	0.675784749	0.6614854632	1	0.5778076874	0	0.5375358129	0.5644056251	0.5664825573	-0.132396502	0	0.5711894394	0.6506534782	0.6201727554	0.578942109	0.5052929629	0.4794826404	0.1204597364	0.5537092739	-0.219601184	0.5107752241	0.6927429363	-0.126367363	0.5994690974	0.611244783	0.6862880273	0.6177044866	0.5641011897	0.5914388938	0.5269769967	0.4968104489	0.5959502436	0.6330269887	-0.035945409	0.6227707394	0.6030564823	0.4572963986	-0.044572798	0.6308804479	0.5872598795	-0.155733776	0.6248502816	0.4833176757	-0.01647098	-0.220347304	0.0797554216	0.4717425757	-0.138025163	-0.117955052	0.5274538541	-0.30985579	0.492586703	0.4699165193	-0.347198323	-0.330470757	0.104090017	0.5574704165	0.6369867973	-0.181533968	0.2966639174	-0.007048428	0.4174271815	0.392313884	-0.950407273
CORR	v000250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6624471654	0	0	0	0	0	0	0	0	0	0.4548492187	0	0	0	0	0	0	0	0.7153408688	0.6761707062	0.7261713496	0.7126362035	0	0	0	0	0.6646622284	0	0.6833872746	0	0	0	-0.012486633	0.6564683792	0.6791441669	0	0.702417012	0.6381469463	0	0	0.6550879074	0	0.7237951752	0	0	0	0.749114599	0.6800243862	0.6307693042	0	0.678051152	0	0.0921258712	0.7040144247	0	0.7121281879	0.6822827024	0.6287899724	0.6582746636	0.6796005767	0.624712473	0.5639740007	0.7319727142	0.6676301557	0.7416366567	0.6337673251	0.7329800169	0	0.744525546	0	0.6916873534	0.6264150766	0	0.668311721	0.6140091764	0.6667405404	0	0.6098711029	0.6876355118	0.6212007619	0.677693643	0.6005795423	0.6483502289	0.6443448666	0.0323074282	0	0.6030218783	0.7001773065	0.7216322156	0.5387460273	0.6257194359	0.6496353341	0.5778076874	1	0	0.6305884431	0.5986790815	0.59756896	-0.191098199	0	0.6451328708	0.6310930514	0.5305922619	0.6422174188	0.5692958249	0.5097406031	0.1706375364	0.5408544055	-0.149158918	0.6219379336	0.6828244863	-0.072438146	0.5943121781	0.6082889871	0.6944994381	0.6202013187	0.5653433259	0.5740075956	0.5867153814	0.5018702807	0.5895690146	0.594655599	-0.016792902	0.6804544599	0.6122919982	0.5741947427	-0.062489632	0.5573035515	0.5970226254	-0.076001965	0.5731268993	0.5107447397	0.1220746146	-0.123069395	-0.09722808	0.5307454558	-0.114917587	-0.078498532	0.5890253278	-0.127447594	0.4609629617	0.5544011534	-0.138916203	-0.161659543	0.1622917737	0.6492279959	0.6119591575	0.009301809	0.4339672589	-0.004689966	0.4430455121	0.5782373383	-0.202422434
CORR	v000253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORR	v000263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6321402098	0	0	0	0	0	0	0	0	0	0.4571963109	0	0	0	0	0	0	0	0.6713881072	0.6279080359	0.6666471008	0.6633292159	0	0	0	0	0.662309935	0	0.6665597886	0	0	0	0.0033063411	0.5885712541	0.5757738693	0	0.6577796042	0.6105557948	0	0	0.6724626728	0	0.6653372327	0	0	0	0.6578040479	0.6661708454	0.6385317169	0	0.6137149594	0	0.0951938825	0.6369356013	0	0.6736133227	0.6072763443	0.6196930088	0.5685102743	0.6072791145	0.5673483732	0.4872091271	0.6120744607	0.5634806229	0.6598952117	0.5865676196	0.6571298496	0	0.6892285515	0	0.6357751182	0.641279862	0	0.6325087649	0.5752623981	0.6195615136	0	0.5754597739	0.6932500108	0.6053202132	0.63924356	0.6773103925	0.6512845792	0.5408806253	0.0549712722	0	0.6233614386	0.648143284	0.6847954616	0.501119064	0.68597839	0.6006674293	0.5375358129	0.6305884431	0	1	0.5854582638	0.6485085698	-0.090918535	0	0.6440115279	0.6087487496	0.4726447323	0.6197153873	0.531658823	0.4343115648	0.1295417819	0.4921019509	-0.044119452	0.4892667404	0.6478481723	0.0496801622	0.6022152383	0.5725360582	0.6496518178	0.5628744385	0.6764182789	0.5172125949	0.5207359706	0.4349527576	0.5264571654	0.5669787073	0.0286448642	0.603091863	0.4556414927	0.5519491975	0.0182589499	0.5484197584	0.5465820483	-0.049385695	0.5374805164	0.601795516	0.2176479801	-0.045198039	0.0782945898	0.4731927829	-0.040075979	-0.030953089	0.5536067486	-0.056600631	0.5418828779	0.5638153675	-0.072225121	-0.051397302	0.2525325845	0.5847765778	0.551073958	0.0198454154	0.4103195682	0.0371281489	0.4770887855	0.5569125596	-0.145994016
CORR	v000267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6054833128	0	0	0	0	0	0	0	0	0	0.3449451653	0	0	0	0	0	0	0	0.6327798098	0.628473328	0.6221630028	0.6316501391	0	0	0	0	0.6330154908	0	0.6539809559	0	0	0	-0.134033431	0.6240747368	0.6533797248	0	0.6268843911	0.5740024208	0	0	0.5861610839	0	0.6792401479	0	0	0	0.6884058234	0.5662373173	0.6422467369	0	0.6354399208	0	0.0103481385	0.6372202224	0	0.640560769	0.60143476	0.5902391567	0.5600892439	0.5953138879	0.5643986591	0.5541830402	0.6394325709	0.6650661338	0.6349252711	0.6230887924	0.6051165611	0	0.6139796239	0	0.6411601296	0.5434311056	0	0.6329496266	0.5692600703	0.653640897	0	0.5124409966	0.6765601479	0.5394816263	0.607477731	0.5918094314	0.6269391576	0.5710569578	-0.082066283	0	0.5963637518	0.6087503322	0.6849616992	0.4562403069	0.6191471066	0.5845595755	0.5644056251	0.5986790815	0	0.5854582638	1	0.5373380226	-0.19731491	0	0.559546578	0.6428679657	0.5449199532	0.5202076774	0.5165179251	0.47240929	0.1041672866	0.517723523	-0.159550953	0.549104358	0.5559505311	-0.081630114	0.4566444917	0.5045294783	0.5705195161	0.5889586951	0.5347950123	0.5605181744	0.5923741828	0.4936213201	0.5181817735	0.5860259754	-0.02181723	0.6340356563	0.5389073992	0.4990664912	-0.130761452	0.607907824	0.55544741	-0.211286055	0.6008201483	0.418459835	-0.01605231	-0.253867342	-0.093687049	0.4456995704	-0.158250298	-0.099850243	0.4839435081	-0.216132075	0.444894599	0.453740856	-0.230410059	-0.348747683	0.0567664549	0.5792218658	0.6267084023	-0.11002641	0.3207890209	-0.0580834	0.4586071799	0.4965789157	-0.310973165
CORR	v000269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6538450614	0	0	0	0	0	0	0	0	0	0.3962168003	0	0	0	0	0	0	0	0.6652702784	0.625456593	0.6866437901	0.6718323949	0	0	0	0	0.6640668537	0	0.7063966869	0	0	0	-0.099930821	0.634766292	0.6163697903	0	0.6716940301	0.636883871	0	0	0.6894791492	0	0.6921148244	0	0	0	0.6489893459	0.6756744328	0.6037194717	0	0.6337474187	0	0.0543361803	0.6443230638	0	0.661554098	0.6166758516	0.5827641761	0.6162279358	0.593599738	0.6015264032	0.4617973303	0.667967334	0.5640861151	0.6617450311	0.5530545053	0.6609925697	0	0.6677387891	0	0.6831517684	0.6252556446	0	0.6377676879	0.6282242394	0.6088439781	0	0.6018965205	0.6729057789	0.6466601852	0.678836356	0.7727082763	0.6028632894	0.5605096484	-0.071801506	0	0.5934318477	0.6889654493	0.6885577531	0.4612526572	0.672657823	0.573519365	0.5664825573	0.59756896	0	0.6485085698	0.5373380226	1	-0.104826239	0	0.6309012591	0.6245477233	0.4209374419	0.6497986051	0.5917581178	0.5054033845	0.1739076721	0.485634188	-0.070332394	0.4757523612	0.6377760024	-0.017580583	0.6304029846	0.5315140112	0.5787731089	0.609703541	0.5553738629	0.5046735179	0.5625759843	0.6095350507	0.5469257259	0.5967215292	0.0265188716	0.5851846649	0.5109111769	0.5075426276	-0.163712541	0.5926898918	0.6165399861	-0.035434569	0.6526455332	0.4965306322	0.1838508432	-0.061739059	0.0024611319	0.4381120537	-0.101677145	0.0624984823	0.6094397525	-0.087115218	0.4902317049	0.5774374472	-0.29339436	-0.213298555	0.1868737437	0.5852600571	0.5479498148	-0.127658454	0.295123704	-0.017907832	0.4597363181	0.6848004397	-0.455919156
CORR	v000278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0606881478	0	0	0	0	0	0	0	0	0	-0.240490967	0	0	0	0	0	0	0	-0.002740251	0.0021047135	0.0103549207	-0.000678349	0	0	0	0	-0.108975252	0	-0.021642443	0	0	0	0.6358979374	-0.162095614	-0.115174416	0	-0.014776736	-0.030750878	0	0	-0.114259697	0	-0.083091026	0	0	0	-0.181758079	-0.08451489	0.0185162834	0	-0.074517365	0	0.3645948155	-0.087392309	0	0.0980783194	-0.091787239	0.0499650554	-0.193827992	-0.077383298	-0.084350767	-0.061775755	-0.085240188	-0.116292328	-0.145968681	-0.166756063	-0.044416188	0	-0.10572157	0	-0.21360992	0.0219989326	0	0.0236979774	-0.071513762	-0.08504316	0	-0.270527013	-0.099773012	-0.040935586	-0.071099479	-0.201306314	-0.175462066	-0.058051355	0.4210325084	0	-0.088764156	-0.042393767	-0.049367051	-0.254851637	-0.050259144	-0.110237857	-0.132396502	-0.191098199	0	-0.090918535	-0.19731491	-0.104826239	1	0	-0.038815294	-0.029257453	-0.141079642	-0.094127445	-0.050002438	-0.293946888	0.0392821707	-0.012280598	0.437556547	0.082166336	-0.243052591	0.4666901788	-0.258963452	-0.148463632	-0.225686724	-0.097098135	0.0681562999	-0.088905826	-0.141237884	-0.360677419	-0.184246022	-0.067989527	0.2494174582	-0.171485996	-0.200288577	-0.010642966	0.593464001	-0.055972092	-0.184078875	0.3870353635	-0.156420336	-0.219257062	0.2346161183	0.2562851278	0.2535756451	-0.216037285	0.4280098801	0.2669873814	-0.19594613	0.5171230693	-0.200140918	-0.249529009	0.3590744277	0.4674215245	0.1348680101	-0.237256466	-0.313209754	0.4142960097	0.0442991155	0.3676374304	-0.210944795	-0.085534149	0.3824533553
CORR	v000279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
