_NAME_	Factor1	Factor2	Factor3	load	secondary
v000875	-0.031410857	0.1199011103	0.5040762014		
v000921	0.5977248593	-0.218850687	-0.063789902		
v000940	0.6423299506	-0.105330006	0.031089142		
v000943	-0.101950629	0.8987566519	-0.183845655		
v000031	0.8936265897	0.2520241575	-0.079567183	fac1	
v000044	0.5248639058	-0.188990493	-0.034811834	fac1	
v000055	0.8775973597	0.1005420879	0.0531977748	fac1	
v000056	0.8808579154	0.1943445343	-0.056390214	fac1	
v000059	0.8894468017	0.0398820828	-0.024457721	fac1	
v000061	0.8839396145	0.1789163344	-0.000968998	fac1	
v000065	0	0	0		
v000067	0	0	0		
v000068	0.8543632153	0.0438342868	-0.015149455	fac1	
v000072	0	0	0		
v000073	0.870488249	0.1155904043	0.0037572855	fac1	
v000081	0.0376593394	0.6258191261	0.188382252	fac2	
v000083	0.8194642438	-0.070621707	-0.060949988	fac1	
v000084	0.8446968161	0.0084621828	-0.017580155	fac1	
v000088	0.8765365778	0.0632850205	0.0062811279	fac1	
v000089	0.8529329908	0.0637113102	-0.046314001	fac1	
v000090	0	0	0		
v000093	0.8240129877	-0.016576446	0.0021441592	fac1	
v000096	0	0	0		
v000097	0.8940215039	0.0197705489	-0.002069582	fac1	
v000099	0	0	0		
v000102	0	0	0		
v000109	0.8879898976	-0.06032747	-0.038458419	fac1	
v000113	0.8337286178	0.0572084526	-0.005995091	fac1	
v000114	0.7914155144	0.0376183132	0.1062900535	fac1	
v000115	0	0	0		
v000119	0.8384067429	-0.021712106	-0.054458962	fac1	
v000123	0.1316038497	0.2816586839	0.4178285107	fac3	
v000124	0.879110933	0.0610421742	-0.019494469	fac1	
v000126	0	0	0		
v000127	0.8943021733	0.1828753858	0.0025501315	fac1	
v000133	0.842445414	0.080612625	0.0327447566	fac1	
v000135	0.825640396	0.1816090417	0.0073096992	fac1	
v000137	0.8078538246	-0.028888767	-0.130588486	fac1	
v000138	0.8310907063	-0.010344506	0.0039137232	fac1	
v000149	0.7092433519	-0.073385205	0.2666181382	fac1	
v000150	0.7173184335	0.1057708997	-0.055070553	fac1	
v000151	0.8403927651	-0.047474103	0.0302428292	fac1	
v000155	0.7933646974	-0.013073159	0.002168342	fac1	
v000158	0.8792750041	-0.006124975	-0.008689497	fac1	
v000159	0.7702965698	-0.09369903	0.0704809718	fac1	
v000162	0.8598157224	0.0470564537	0.1201193471	fac1	
v000164	0	0	0		
v000171	0.8940750937	0.075864915	-0.007068594	fac1	
v000172	0	0	0		
v000174	0.8573539501	-0.059280878	0.0235335359	fac1	
v000175	0.7975881291	0.1255622874	-0.04740581	fac1	
v000177	0	0	0		
v000179	0.8285273068	0.0862403644	0.0499469464	fac1	
v000184	0.7598830551	-0.035494427	0.08291554	fac1	
v000188	0.8162914013	-0.025578146	0.0970102644	fac1	
v000189	0	0	0		
v000192	0.7121082789	-0.153561289	-0.086305753	fac1	
v000201	0.8947073972	0.1684658793	-0.059172567	fac1	
