_NAME_	COMMUNAL
v000001	0
v000002	0
v000003	0
v000004	0
v000005	0
v000006	0
v000007	0
v000008	0
v000009	0
v000010	0
v000011	0
v000012	0
v000013	0
v000015	0
v000017	0
v000018	0
v000019	0
v000020	0
v000021	0
v000022	0
v000023	0
v000024	0
v000025	0
v000026	0
v000028	0
v000030	0
v000033	0
v000034	0
v000035	0
v000037	0
v000038	0
v000039	0
v000041	0
v000042	0
v000043	0
v000045	0
v000047	0
v000048	0
v000051	0
v000052	0
v000053	0
v000054	0.0161943797
v000087	0.0419975243
v000122	0.0528813039
v000092	0.0660733252
v000066	0.0959759008
v000074	0.1158618989
v000064	0.1223051562
v000098	0.143687713
v000075	0.1472470624
v000076	0.1479203892
v000126	0.1735411375
v000090	0.180892892
v000067	0.2724172023
v000189	0.28156965
v000102	0.2882323263
v000099	0.2985916225
v000096	0.3374122792
v000172	0.3443131586
v000115	0.3520139316
v000177	0.400265278
v000072	0.5073135381
v000253	0.5348061254
v000349	0.57498228
v000347	0.601735567
v000044	0.6084930219
v000150	0.614351017
v000414	0.6240267188
v000219	0.635690452
v000501	0.6407118694
v000848	0.6559157556
v000192	0.6661814203
v000123	0.6708270403
v000620	0.6745618593
v000164	0.6776739364
v000212	0.679273183
v000382	0.6796809836
v000159	0.6800682016
v000334	0.681437396
v000203	0.6835863397
v000149	0.6841330711
v000240	0.6849306924
v000184	0.6870342587
v000175	0.6912211301
v000534	0.7032170213
v000290	0.7069425763
v000135	0.7069653888
v000113	0.7070984847
v000137	0.7130503658
v000220	0.715685275
v000250	0.7192543023
v000083	0.721391566
v000420	0.723583562
v000179	0.7244602517
v000209	0.7250456472
v000267	0.7259307798
v000263	0.7272673458
v000114	0.7361707836
v000068	0.7370226223
v000188	0.7388547098
v000119	0.7399164085
v000089	0.741096185
v000234	0.7418363332
v000084	0.7431358768
v000093	0.7459617393
v000516	0.7467298458
v000589	0.7480350542
v000449	0.7502246885
v000450	0.7506146468
v000081	0.7525673399
v000337	0.7527461516
v000802	0.7530224464
v000396	0.7541632354
v000683	0.7555980469
v000138	0.7558886276
v000155	0.7610648939
v000308	0.7695453368
v000457	0.7739701239
v000056	0.774023452
v000151	0.7752896585
v000133	0.7774909692
v000204	0.7775515182
v000088	0.7777730557
v000124	0.7830328507
v000055	0.7830436739
v000061	0.7890954963
v000355	0.7908809985
v000174	0.7941273874
v000073	0.795076234
v000031	0.7972056777
v000236	0.7983557467
v000340	0.7988676797
v000566	0.8015710255
v000875	0.8031535656
v000158	0.8065132745
v000059	0.8082155338
v000097	0.810138507
v000162	0.8106136299
v000816	0.8113264288
v000398	0.8131799767
v000109	0.8133723832
v000201	0.8150475449
v000278	0.8152714929
v000379	0.8161307391
v000222	0.8209304558
v000171	0.8215829947
v000269	0.8217798259
v000207	0.8252503207
v000127	0.8314104003
v000506	0.8360046885
v000389	0.840879743
v000065	0.8441633359
v000214	0.8474378433
v000421	0.8523326941
v000464	0.8530167053
v000434	0.8553103737
v000579	0.8638596152
v000229	0.8670430245
v000646	0.8705829526
v000686	0.8785189686
v000342	0.8787417478
v000336	0.8793162935
v000375	0.8816747642
v000348	0.8957183988
v000796	0.8982335603
v000708	0.9044192129
v000940	0.9121038222
v000279	0.9209584806
v000560	0.930243025
v000248	0.9319441522
v000578	0.9319665454
v000791	0.9415326074
v000921	0.9444960644
v000521	0.9596164867
v000694	1.1477371023
v000717	1.1560108168
v000943	1.3622619182
v000754	1.3909514822
v000752	1.5690621105
