file	fac1	fac2	fac3
t000576	17	0	0
t000577	2	0	0
t000578	10	0	0
t000579	11	0	0
t000580	12	0	0
t000581	8	0	0
t000582	9	0	1
t000583	15	0	0
t000584	7	0	0
t000585	18	0	0
t000586	12	0	0
t000587	12	0	0
t000588	7	1	0
t000589	14	0	0
t000590	9	0	0
t000591	9	0	0
t000592	11	0	1
t000593	3	0	0
t000594	15	0	0
t000595	5	0	0
t000596	7	0	0
t000597	13	0	0
t000598	15	0	0
t000599	8	0	0
t000600	13	0	0
t000601	8	0	0
t000602	9	0	0
t000603	7	0	0
t000604	4	0	0
t000605	1	0	0
t000606	9	0	0
t000607	4	0	0
t000608	6	0	0
t000609	24	0	0
t000610	8	0	0
t000611	5	0	0
t000612	8	0	0
t000613	16	0	0
t000614	8	0	0
t000615	14	0	0
t000616	11	0	1
t000617	15	0	0
t000618	7	0	0
t000619	7	0	0
t000620	6	0	0
t000621	9	0	0
t000622	5	0	0
t000623	26	0	0
t000624	15	0	0
t000625	9	0	0
t000626	5	0	0
t000627	22	0	0
t000628	6	0	0
t000629	8	0	0
t000630	5	0	0
t000631	10	0	0
t000632	20	0	1
t000633	7	0	0
t000634	10	0	0
t000635	2	1	0
t000636	13	0	0
t000637	13	0	0
t000638	15	0	0
t000639	10	0	0
t000640	7	0	0
t000641	10	0	0
t000642	10	0	0
t000643	11	0	0
t000644	3	0	0
t000645	21	0	0
t000646	9	0	0
t000647	8	0	0
t000648	10	0	0
t000649	13	0	3
t000650	13	0	0
t000651	7	0	0
t000652	9	0	0
t000653	8	0	1
t000654	7	0	0
t000655	16	0	0
t000656	7	0	0
t000657	7	0	0
t000658	12	0	0
t000659	29	1	0
t000660	18	0	0
t000661	5	0	0
t000662	16	0	0
t000663	19	0	0
t000664	9	0	0
t000665	8	0	0
t000666	11	0	0
t000667	4	0	0
t000668	15	0	0
t000669	25	0	0
t000670	7	0	0
t000671	10	0	0
t000672	15	0	0
t000673	13	0	0
t000674	14	0	0
t000675	6	0	1
t000676	5	0	0
t000677	9	0	0
t000678	12	0	0
t000679	21	0	0
t000680	10	0	0
t000681	1	0	0
t000682	8	0	0
t000683	6	0	0
t000684	21	0	0
t000685	10	0	0
t000686	9	0	0
t000687	12	0	0
t000688	10	0	0
t000689	9	0	0
t000690	12	0	0
t000691	6	0	0
t000692	18	0	0
t000693	4	0	0
t000694	6	0	0
t000695	3	0	0
t000696	14	0	0
t000697	8	0	0
t000698	6	0	0
t000699	18	0	0
t000700	10	0	0
t000701	11	0	0
t000702	11	0	0
t000703	8	0	0
t000704	8	0	0
t000705	16	0	0
t000706	14	0	0
t000707	10	0	0
t000708	8	0	0
t000709	15	0	0
t000710	17	0	1
t000711	16	0	0
t000712	18	0	0
t000713	10	0	0
t000714	20	0	0
t000715	7	1	0
t000716	6	0	0
t000717	26	0	0
t000718	10	0	0
t000719	18	0	1
t000720	27	0	0
t000721	11	0	0
t000722	11	0	0
t000723	5	0	0
t000724	10	0	0
t000725	8	0	0
t000726	9	0	0
t000727	9	0	0
t000728	305	1	1
t000729	311	4	0
t000730	310	3	2
t000731	152	0	3
t000732	263	2	2
t000733	295	4	2
t000734	215	0	1
t000735	271	0	1
t000736	213	1	1
t000737	250	2	0
t000738	238	1	3
t000739	194	1	1
t000740	250	4	2
t000741	235	1	7
t000742	306	0	4
t000743	181	2	3
t000744	191	1	1
t000745	13	0	0
t000746	247	0	0
t000747	238	0	0
t000748	160	1	0
t000749	185	4	1
t000750	203	6	1
t000751	252	3	2
t000752	157	9	0
t000753	172	2	1
t000754	302	8	19
t000755	242	1	3
t000756	268	0	1
t000757	243	0	0
t000758	68	6	2
t000759	188	0	1
t000760	162	0	3
t000761	232	0	1
t000762	205	5	2
t000763	142	0	0
t000764	199	0	1
t000765	203	1	0
t000766	301	4	12
t000767	166	4	1
t000768	175	1	0
t000769	174	2	0
t000770	190	0	0
t000771	125	2	1
t000772	192	0	0
t000773	136	0	1
t000774	232	0	0
t000775	186	1	0
t000776	140	0	1
t000777	209	0	0
t000778	203	0	2
t000779	205	5	0
t000780	248	2	1
t000781	234	0	1
t000782	189	0	1
t000783	194	2	0
t000784	181	1	0
t000785	152	2	0
t000786	259	0	2
t000787	235	0	1
t000788	93	0	1
t000789	137	0	0
t000790	211	3	1
t000791	372	1	2
t000792	156	7	6
t000793	324	5	3
t000794	242	3	2
t000795	96	1	0
t000796	133	0	2
t000797	181	1	3
t000798	210	1	1
t000799	144	1	0
t000800	216	2	1
t000801	181	9	0
t000802	228	1	0
t000803	214	0	0
t000804	160	0	1
t000805	189	5	2
t000806	258	2	1
t000807	112	0	0
t000808	219	10	20
t000809	258	1	0
t000810	242	7	3
t000811	137	0	5
t000812	220	0	1
t000813	149	5	1
t000814	200	2	1
t000815	294	0	0
t000816	259	0	0
t000817	181	1	0
t000818	234	0	0
t000819	213	5	1
t000820	38	22	2
t000821	154	1	0
t000822	176	0	6
t000823	127	0	0
t000824	160	1	0
t000825	109	2	0
t000826	173	3	0
t000827	121	22	4
t000828	157	0	0
t000829	127	0	14
t000830	282	1	2
t000831	160	0	0
t000832	320	4	7
t000833	247	0	1
t000834	269	1	1
t000835	223	0	0
t000836	157	0	0
t000837	142	1	2
t000838	297	0	0
t000839	159	3	4
t000840	168	2	0
t000841	233	10	0
t000842	166	5	1
t000843	217	0	2
t000844	259	3	1
t000845	224	1	0
t000846	162	1	0
t000847	181	15	106
t000848	286	0	2
t000849	283	7	0
t000850	165	0	5
t000851	230	2	0
t000852	146	1	4
t000853	156	0	0
t000854	172	18	80
t000855	166	1	0
t000856	291	1	2
t000857	337	0	1
t000858	115	1	0
t000859	326	10	8
t000860	206	0	3
t000861	203	0	0
t000862	267	3	0
t000863	155	6	1
t000864	210	1	3
t000865	329	2	0
t000866	210	2	8
t000867	180	0	1
t000868	216	3	2
t000869	165	0	0
t000870	198	2	4
t000871	142	0	0
t000872	444	6	18
t000873	241	1	0
t000874	244	3	6
t000875	148	0	0
t000876	181	0	0
t000877	221	0	0
t000878	136	3	0
t000879	105	0	2
t000880	216	1	1
t000881	187	2	0
t000882	188	1	9
t000883	215	0	0
t000884	264	1	9
t000885	248	2	0
t000886	240	0	2
t000887	150	4	1
t000888	188	0	0
t000889	231	1	1
t000890	160	1	0
t000891	260	0	0
t000892	177	3	1
t000893	279	0	0
t000894	53	0	0
t000895	216	0	1
t000896	116	1	0
t000897	142	0	1
t000898	160	9	2
t000899	170	0	1
t000900	275	2	2
t000901	164	1	3
t000902	113	0	0
t000903	154	7	0
t000904	232	0	0
t000905	208	1	0
t000906	303	1	0
t000907	287	0	0
t000908	107	0	0
t000909	359	4	7
t000910	162	1	0
t000911	184	0	0
t000912	155	0	0
t000913	196	0	0
t000914	136	2	0
t000915	113	3	0
t000916	116	0	0
t000917	177	3	0
t000918	232	3	1
t000919	213	1	0
t000920	153	2	4
t000921	219	0	1
t000922	167	0	1
t000923	292	0	0
t000924	178	0	1
t000925	363	7	7
t000926	284	0	1
t000927	188	2	1
t000928	36	1	0
t000929	189	0	4
t000930	187	0	14
t000931	275	0	9
t000932	281	2	4
t000933	306	3	11
t000934	221	0	0
t000935	219	0	0
t000936	138	0	1
t000937	238	2	2
t000938	229	19	22
t000939	241	1	1
t000940	126	0	1
t000941	148	1	0
t000942	183	1	1
t000943	173	1	1
t000944	221	0	0
t000945	310	3	1
t000946	127	0	0
t000947	188	0	0
t000948	202	0	0
t000949	158	2	1
t000950	176	0	0
t000951	288	0	3
t000952	224	0	0
t000953	332	0	4
t000954	193	0	0
t000955	224	1	1
t000956	251	1	1
t000957	248	1	3
t000958	210	0	0
t000959	195	0	1
t000960	285	8	0
t000961	208	16	6
t000962	234	0	2
t000963	237	3	0
t000964	199	1	1
t000965	190	3	0
t000966	169	6	0
t000967	161	0	0
t000968	155	0	1
t000969	254	1	3
t000970	145	0	1
t000971	209	0	2
t000972	173	0	1
t000973	217	0	1
t000974	233	0	0
t000975	243	5	1
t000976	97	4	1
t000977	248	0	5
t000978	213	1	3
t000979	205	0	1
t000980	221	0	0
t000981	177	1	11
t000982	5	9	8
t000983	8	4	3
t000984	4	4	2
t000985	12	4	1
t000986	7	4	7
t000987	11	0	7
t000988	35	1	0
t000989	7	2	3
t000990	4	1	7
t000991	22	0	0
t000992	7	12	1
t000993	7	1	0
t000994	1	7	13
t000995	16	7	1
t000996	7	12	1
t000997	3	1	2
t000998	1	17	7
t000999	19	1	0
t001000	8	3	0
t001001	5	15	1
t001002	31	6	9
t001003	44	0	0
t001004	11	1	0
t001005	0	1	0
t001006	7	15	2
t001007	8	5	4
t001008	10	5	4
t001009	5	10	4
t001010	7	7	0
t001011	7	18	2
t001012	3	4	13
t001013	5	0	10
t001014	12	3	1
t001015	6	7	2
t001016	5	11	3
t001017	28	13	1
t001018	13	9	4
t001019	6	0	4
t001020	4	7	14
t001021	2	0	0
t001022	7	0	8
t001023	14	4	2
t001024	3	4	0
t001025	2	6	5
t001026	8	4	13
t001027	1	3	1
t001028	13	2	6
t001029	4	10	3
t001030	5	1	0
t001031	2	16	3
t001032	205	3	2
t001033	4	2	2
t001034	8	18	1
t001035	6	8	0
t001036	4	7	1
t001037	4	17	3
t001038	3	5	1
t001039	2	13	2
t001040	1	0	0
t001041	6	0	0
t001042	10	5	3
t001043	4	3	0
t001044	6	3	8
t001045	5	0	2
t001046	4	0	0
t001047	5	8	0
t001048	8	4	1
t001049	3	0	1
t001050	14	12	1
t001051	8	12	4
t001052	5	7	0
t001053	4	5	1
t001054	10	2	1
t001055	6	14	5
t001056	11	1	0
t001057	8	34	0
t001058	2	11	0
t001059	6	4	8
t001060	3	6	0
t001061	6	6	2
t001062	1	14	1
t001063	13	1	5
t001064	7	4	3
t001065	2	0	1
t001066	5	7	2
t001067	2	5	5
t001068	5	2	0
t001069	3	1	0
t001070	9	2	2
t001071	3	3	10
t001072	10	0	1
t001073	4	1	3
t001074	15	0	0
t001075	3	6	1
t001076	12	2	0
t001077	49	15	7
t001078	5	1	3
t001080	20	0	0
t001081	0	2	4
t001082	9	4	1
t001083	13	10	0
t001084	3	5	1
t001085	7	0	1
t001086	76	1	1
t001087	13	9	3
t001088	3	8	2
t001089	2	3	12
t001090	1	3	0
t001091	3	5	0
t001092	10	12	0
t001093	12	0	2
t001094	2	6	4
t001095	4	1	1
t001096	8	1	3
t001097	1	12	6
t001098	2	4	2
t001099	0	4	2
t001100	9	23	2
t001101	2	17	1
t001102	4	4	3
t001103	10	6	0
t001104	6	17	1
t001105	9	6	3
t001106	3	0	0
t001107	1	4	0
t001108	5	12	0
t001109	8	4	0
t001110	8	3	12
t001111	5	11	0
t001112	8	9	0
t001113	3	2	0
t001114	4	14	1
t001115	7	9	6
t001116	2	13	0
t001117	5	3	3
t001118	10	24	3
t001119	4	11	1
t001120	4	20	3
t001121	14	5	4
t001122	10	1	5
t001123	4	3	0
t001124	2	0	6
t001125	3	5	0
t001126	12	0	4
t001127	6	8	6
t001128	2	3	1
t001129	0	3	4
t001130	2	6	3
t001131	3	0	20
t001132	7	1	1
t001133	14	3	1
t001134	3	4	0
t001135	3	1	0
t001136	8	5	1
t001137	1	2	5
t001138	1	2	0
t001139	2	24	0
t001140	7	7	1
t001141	3	8	0
t001142	0	13	3
t001143	2	7	4
t001144	5	9	3
t001145	5	1	0
t001146	5	13	0
t001147	11	1	2
t001148	2	1	4
t001149	10	2	22
t001150	6	1	0
t001151	2	1	1
t001152	2	13	3
t001153	9	7	2
t001154	4	1	0
t001155	10	10	3
t001156	0	8	2
t001157	14	17	4
t001158	12	2	0
t001159	26	0	0
t001160	18	0	14
t001161	4	0	3
t001162	11	12	0
t001163	20	3	0
t001164	10	38	0
t001165	1	6	4
t001166	3	5	4
t001167	5	10	0
t001168	14	5	5
t001169	1	4	0
t001170	0	13	6
t001171	11	1	0
t001172	2	10	5
t001173	6	6	0
t001174	4	5	6
t001175	14	15	7
t001176	5	5	4
t001177	8	5	4
t001178	5	7	5
t001179	2	18	2
t001180	8	19	0
t001181	2	3	3
t001182	22	37	0
t001183	14	0	5
t001184	9	0	4
t001185	7	5	6
t001186	2	2	9
t001187	5	5	2
t001188	16	2	5
t001189	0	0	0
t001190	6	7	0
t001191	5	15	1
t001192	3	5	9
t001193	9	9	7
t001194	7	0	0
t001195	1	20	0
t001196	4	0	0
t001197	60	2	4
t001198	4	6	8
t001199	0	2	0
t001200	9	0	23
t001201	33	29	6
t001202	2	22	2
t001203	3	6	4
t001204	5	5	0
t001205	0	10	0
t001206	5	4	1
t001207	1	17	7
t001208	9	4	10
t001209	18	21	5
t001210	11	11	0
t001211	13	2	6
t001212	6	1	2
t001213	4	1	1
t001214	1	8	1
t001215	35	41	4
t001216	3	0	13
t001217	4	1	0
t001218	8	0	1
t001219	1	9	1
t001220	2	7	2
t001221	2	4	7
t001222	1	1	7
t001223	9	0	3
t001224	8	0	0
t001225	4	8	2
t001226	8	5	15
t001227	7	2	0
t001228	2	0	0
t001229	6	3	3
t001230	257	86	18
t001231	0	7	8
t001232	6	1	0
t001233	4	11	0
t001234	4	1	0
t001235	3	15	1
t001236	9	0	8
t001237	11	3	3
t001238	8	16	3
t001239	8	11	5
t001240	11	5	5
t001241	2	7	1
t001242	4	0	1
t001243	2	6	9
t001244	3	2	10
t001245	6	2	2
t001246	13	0	0
t001247	11	9	8
t001248	6	3	3
t001249	2	12	3
t001250	1	6	0
t001251	9	5	2
t001252	21	0	0
t001253	61	0	0
t001254	5	8	0
t001255	10	5	2
t001256	5	1	0
t001257	6	14	5
t001258	16	6	1
t001259	8	8	1
t001260	1	1	0
t001261	12	9	3
t001262	8	1	0
t001263	7	16	10
t001264	6	0	14
t001265	6	7	0
t001266	5	7	0
t001267	5	5	9
t001268	4	2	0
t001269	6	1	0
t001270	4	3	11
t001271	3	4	9
t001272	12	1	0
t001273	18	2	5
t001274	5	1	3
t001275	1	1	2
t001276	6	3	0
t001277	7	2	0
t001278	15	12	0
t001279	6	4	6
t001280	9	2	5
t001281	9	0	1
t001282	7	18	7
t001283	3	12	8
t001284	2	2	1
t001285	6	6	0
t001286	12	3	4
t001287	25	0	0
t001288	3	8	6
t001289	13	9	0
t001290	11	0	0
t001291	5	4	6
t001292	5	10	0
t001293	1	4	0
t001294	17	2	0
t001295	3	3	3
t001296	3	3	0
t001297	0	2	7
t001298	76	7	0
t001299	3	1	2
t001300	8	15	1
t001301	0	1	4
t001302	0	14	1
t001303	5	3	6
t001304	2	17	0
t001305	6	6	4
t001306	2	0	0
t001307	9	6	5
t001308	1	0	0
t001309	14	6	1
t001310	2	9	0
t001311	11	14	5
t001312	8	12	6
t001313	4	8	0
t001314	43	0	29
t001315	12	27	1
t001316	6	4	5
t001317	12	8	4
t001318	6	8	7
t001319	10	6	4
t001320	5	25	10
t001321	3	16	0
t001322	36	0	0
t001323	40	7	26
t001324	20	36	3
t001325	21	0	0
t001326	0	12	0
t001327	12	2	1
t001328	18	7	0
t001329	15	17	3
t001330	4	5	7
t001331	2	5	7
t001332	0	4	1
t001333	1	12	0
t001334	8	18	4
t001335	3	0	2
t001336	8	0	0
t001337	5	14	5
t001338	3	6	0
t001339	10	1	1
t001340	34	1	1
t001341	13	5	7
t001342	9	8	2
t001343	3	22	2
t001344	11	2	6
t001345	6	7	5
t001346	8	0	3
t001347	10	6	1
t001348	10	1	1
t001349	4	1	4
t001350	2	13	0
t001351	6	6	0
t001352	3	7	2
t001353	10	0	6
t001354	7	3	0
t001355	4	27	0
t001356	2	0	3
t001357	6	3	2
t001358	9	21	4
t001359	0	4	3
t001360	1	6	1
t001361	4	3	7
t001362	9	5	0
t001363	6	0	3
t001364	4	11	0
t001365	4	11	0
t001366	9	3	0
t001367	5	16	1
t001368	7	2	14
t001369	12	1	16
t001370	8	17	3
t001371	25	28	16
t001372	0	10	1
t001373	9	0	1
t001374	3	5	1
t001375	2	8	1
t001376	5	3	4
t001377	2	5	0
t001378	8	3	6
t001379	12	6	1
t001380	5	6	5
t001381	9	4	1
t001382	3	12	3
t001383	8	20	0
t001384	2	4	1
t001385	8	14	5
t001386	29	43	1
t001387	6	0	0
t001388	5	5	0
t001389	4	18	1
t001390	3	8	1
t001391	6	3	6
t001392	5	1	16
t001393	5	1	12
t001394	3	5	0
t001395	15	1	1
t001396	17	2	0
t001397	3	0	3
