file	fac1	fac2	fac3
t001398	7	0	0
t001399	8	9	1
t001400	22	3	0
t001401	6	3	5
t001402	8	0	0
t001403	4	4	4
t001404	10	11	1
t001405	1	4	4
t001406	10	11	5
t001407	3	2	7
t001408	4	5	4
t001409	3	3	4
t001410	33	42	7
t001411	5	5	5
t001412	10	0	0
t001413	82	1	1
t001414	4	6	0
t001415	11	5	1
t001416	9	1	0
t001417	7	3	7
t001418	10	0	0
t001419	2	18	2
t001420	4	12	1
t001421	2	11	0
t001422	41	1	1
t001423	3	1	5
t001424	12	0	0
t001425	9	2	2
t001426	2	11	2
t001427	15	4	5
t001428	7	5	3
t001429	2	3	3
t001430	3	16	1
t001431	5	17	0
t001432	10	4	0
t001433	0	11	5
t001434	6	4	8
t001435	9	10	2
t001436	19	1	0
t001437	0	1	0
t001438	5	1	0
t001439	5	5	1
t001440	8	0	0
t001441	3	0	1
t001442	8	11	6
t001443	10	4	1
t001444	7	0	0
t001445	2	0	4
t001446	2	5	2
t001447	7	24	1
t001448	9	23	3
t001449	11	3	7
t001450	11	2	0
t001451	6	14	1
t001452	15	7	6
t001453	1	7	10
t001454	5	7	7
t001455	4	11	1
t001456	30	18	2
t001457	5	3	3
t001458	9	28	4
t001459	4	1	0
t001460	5	6	6
t001461	4	4	9
t001462	11	3	0
t001463	2	10	1
t001464	1	9	1
t001465	3	16	1
t001466	1	0	1
t001467	5	2	0
t001468	5	5	1
t001469	4	3	0
t001470	2	1	0
t001471	5	4	7
t001472	31	5	4
t001473	12	0	7
t001474	8	24	0
t001475	6	9	4
t001476	11	7	1
t001477	3	25	0
t001478	7	1	7
t001479	4	10	0
t001480	14	3	0
t001481	0	2	1
t001482	4	13	0
t001483	2	5	7
t001484	1	2	0
t001485	3	2	7
t001486	5	2	15
t001487	5	2	0
t001488	5	12	0
t001489	9	13	1
t001490	2	10	0
t001491	10	9	1
t001492	3	7	1
t001493	3	5	1
t001494	1	1	0
t001495	3	1	3
t001496	1	5	0
t001497	12	2	4
t001498	7	0	0
t001499	11	13	2
t001500	1	7	10
t001501	47	9	6
t001502	5	3	0
t001503	9	1	0
t001504	3	6	1
t001505	5	3	0
t001506	6	8	1
t001507	3	5	0
t001508	16	22	2
t001509	5	4	0
t001510	4	6	0
t001511	5	3	12
t001512	27	12	5
t001513	1	2	3
t001514	3	5	0
t001515	0	7	0
t001516	3	11	2
t001517	3	19	3
t001518	6	1	1
t001519	3	5	0
t001520	2	7	6
t001521	2	2	7
t001522	4	0	4
t001523	5	7	1
t001524	10	16	6
t001525	3	3	0
t001526	9	6	2
t001527	1	0	0
t001528	2	6	0
t001529	7	3	2
t001530	10	27	1
t001531	5	15	3
t001532	11	14	4
t001533	3	2	7
t001534	3	5	0
t001535	5	2	10
t001536	4	1	10
t001537	8	2	0
t001538	11	13	5
t001539	1	0	0
t001540	36	4	2
t001541	13	6	0
t001542	5	5	5
t001543	29	1	0
t001544	13	23	1
t001545	1	1	7
t001546	2	3	0
t001547	0	0	0
t001548	3	2	1
t001549	2	0	0
t001550	4	3	1
t001551	4	2	4
t001552	10	8	0
t001553	2	6	1
t001554	4	16	0
t001555	0	0	2
t001556	6	10	4
t001557	3	1	0
t001558	2	3	1
t001559	2	4	2
t001560	19	2	0
t001561	4	8	2
t001562	3	9	2
t001563	0	1	0
t001564	3	2	17
t001565	1	2	0
t001566	4	5	1
t001567	2	5	0
t001568	13	13	5
t001569	4	6	1
t001570	2	10	1
t001571	11	0	0
t001572	8	2	10
t001573	14	0	0
t001574	17	2	7
t001575	7	4	4
t001576	13	1	8
t001577	19	0	2
t001578	12	22	11
t001579	6	3	0
t001580	5	2	7
t001581	8	4	1
t001582	9	4	0
t001583	3	13	0
t001584	5	3	2
t001585	7	5	1
t001586	6	3	11
t001587	5	0	0
t001588	12	8	1
t001589	3	8	1
t001590	6	15	2
t001591	5	7	3
t001592	4	11	3
t001593	3	5	0
t001594	3	2	0
t001595	6	5	0
t001596	2	2	1
t001597	1	1	3
t001598	5	5	13
t001599	2	18	1
t001600	3	11	3
t001601	8	4	1
t001602	9	4	9
t001603	8	7	1
t001604	4	2	0
t001605	7	7	7
t001606	5	3	0
t001607	2	3	0
t001608	12	5	8
t001609	4	9	0
t001610	10	2	8
t001611	6	4	7
t001612	3	4	0
t001613	6	4	2
t001614	5	0	5
t001615	2	4	0
t001616	3	10	9
t001617	6	0	4
t001618	5	5	5
t001619	10	3	5
t001620	5	4	1
t001621	6	4	0
t001622	63	1	3
t001623	8	0	0
t001624	12	1	1
t001625	10	4	1
t001626	8	32	6
t001627	15	11	0
t001628	2	1	1
t001629	7	5	2
t001630	5	0	2
t001631	3	19	0
t001632	5	7	4
t001633	8	13	1
t001634	4	3	0
t001635	1	2	0
t001636	5	10	7
t001637	19	20	3
t001638	3	0	0
t001639	5	0	0
t001640	1	1	2
t001641	3	5	1
t001642	4	7	0
t001643	3	4	7
t001644	44	30	2
t001645	1	4	1
t001646	2	16	4
t001647	4	12	1
t001648	0	7	0
t001649	2	4	3
t001650	7	1	5
t001651	3	3	1
t001652	26	0	0
t001653	12	0	0
t001654	3	34	0
t001655	5	13	5
t001656	5	0	6
t001657	12	1	0
t001658	4	6	1
t001659	4	15	2
t001660	9	0	0
t001661	7	0	16
t001662	86	1	0
t001663	6	0	6
t001664	1	1	1
t001665	1	3	0
t001666	4	3	0
t001667	2	8	1
t001668	1	8	19
t001669	3	4	0
t001670	8	4	3
t001671	5	3	2
t001672	2	7	3
t001673	1	0	0
t001674	3	12	6
t001675	6	0	0
t001676	0	0	0
t001677	2	0	0
t001678	4	0	0
t001679	2	0	1
t001680	12	0	0
t001681	2	0	0
t001682	8	0	0
t001683	13	0	0
t001684	1	0	0
t001685	9	0	0
t001686	5	0	0
t001687	2	0	0
t001688	1	0	0
t001689	3	0	2
t001690	21	0	0
t001691	2	0	0
t001692	12	0	0
t001693	7	0	0
t001694	3	0	0
t001695	1	0	0
t001696	2	0	0
t001697	3	0	0
t001698	7	0	0
t001700	3	0	0
t001701	3	0	0
t001702	3	0	0
t001703	1	0	0
t001704	5	0	0
t001705	5	0	0
t001706	2	0	0
t001707	12	0	0
t001708	7	0	0
t001709	5	0	0
t001710	1	0	0
t001711	11	0	0
t001712	9	0	0
t001713	4	0	0
t001714	5	0	0
t001715	4	0	0
t001716	14	0	0
t001717	5	0	0
t001718	2	0	0
t001719	2	0	0
t001720	8	0	0
t001721	6	0	0
t001722	8	0	0
t001723	6	0	0
t001724	1	0	0
t001725	9	0	0
t001726	4	0	0
t001727	2	0	0
t001728	0	0	0
t001729	15	0	0
t001730	5	0	0
t001731	11	0	0
t001732	1	0	0
t001733	11	0	0
t001734	10	0	0
t001735	2	0	0
t001736	9	0	0
t001737	7	0	0
t001738	2	0	0
t001739	4	0	0
t001740	7	0	0
t001741	8	0	0
t001742	10	0	0
t001743	3	0	0
t001744	0	0	0
t001745	7	0	0
t001746	4	0	0
t001747	18	1	0
t001748	4	0	0
t001749	8	0	0
t001750	9	0	0
t001751	14	0	0
t001752	9	0	0
t001753	4	0	0
t001754	8	0	0
t001755	13	0	0
t001756	3	0	0
t001757	11	0	0
t001758	1	0	0
t001759	7	0	0
t001760	7	0	0
t001761	2	0	0
t001762	6	0	0
t001763	5	0	0
t001764	0	0	0
t001765	0	0	0
t001766	6	0	0
t001767	11	0	0
t001768	12	1	0
t001769	4	0	0
t001770	5	0	0
t001771	1	0	0
t001772	3	0	0
t001773	0	0	0
t001774	2	0	0
t001775	8	0	0
t001776	3	0	0
t001777	9	0	0
t001778	2	0	0
t001779	10	0	1
t001780	3	0	0
t001781	7	0	0
t001782	5	0	0
t001783	7	0	0
t001784	9	0	0
t001785	3	0	0
t001786	6	0	0
t001787	3	0	0
t001788	8	0	0
t001789	2	0	0
t001790	5	0	0
t001791	1	0	0
t001792	15	0	0
t001793	1	0	0
t001794	8	0	0
t001795	3	0	0
t001796	4	0	0
t001797	4	0	0
t001798	7	0	0
t001799	5	0	0
t001800	11	0	0
t001801	4	0	0
t001802	11	0	0
t001803	5	0	0
t001804	8	0	0
t001805	10	0	0
t001806	1	0	0
t001807	9	0	0
t001808	4	0	0
t001809	5	0	0
